Distance_km,Travel_Time_min,Avg_Speed_kmh,Traffic_Level,Vehicle_Type,Fuel_Type,CO2_Emission_kg
17.9,20.7,52,Low,SUV,Petrol,4.67
17.7,81.7,13,Severe,Hatchback,Diesel,4.29
50.1,95.4,31.5,Moderate,Hatchback,Petrol,9.6
15.3,17.5,52.4,Low,Sedan,Petrol,3.05
13.9,89.7,9.3,Severe,Hatchback,Diesel,3.59
25.1,33.1,45.5,Low,Hatchback,Petrol,3.99
10.6,37.2,17.1,High,Hatchback,Diesel,2.03
3.7,11.3,19.6,High,SUV,Petrol,1.34
13,13,59.8,Low,Sedan,Diesel,2.27
4.3,8.2,31.4,Moderate,Hatchback,Petrol,0.78
11.2,38.2,17.6,High,SUV,Petrol,4.09
9.9,15.5,38.3,Moderate,Motorcycle,Petrol,1.07
9.3,17.8,31.4,Moderate,Hatchback,Petrol,1.77
28.4,115.1,14.8,Severe,Motorcycle,Petrol,4.68
5.5,8.5,38.7,Moderate,Hatchback,Petrol,1.06
28.4,45.8,37.2,Moderate,Motorcycle,Petrol,3
24.3,27.8,52.5,Low,Hatchback,Petrol,3.88
6.4,24.3,15.8,High,Hatchback,Diesel,1.32
27.1,28.6,56.9,Low,Motorcycle,Petrol,2.46
26,35.3,44.2,Moderate,Hatchback,Petrol,4.54
11.5,27.8,24.8,High,Hatchback,Diesel,2.32
11.4,56.1,12.2,Severe,SUV,Petrol,5.58
18.8,26.5,42.5,Moderate,Motorcycle,Petrol,1.78
6.2,11.4,32.5,Moderate,Sedan,Petrol,1.4
6.9,9.1,45.3,Low,Hatchback,Diesel,0.99
18.7,127.5,8.8,Severe,Hatchback,Diesel,4.56
3.8,14.4,15.8,High,Hatchback,Petrol,0.84
26.9,35.1,46,Low,Sedan,Diesel,4.46
14.6,128.8,6.8,Severe,Hatchback,Petrol,4.06
12.2,24.1,30.4,Moderate,Sedan,Petrol,2.79
10.3,12.4,49.8,Low,Hatchback,Petrol,1.7
37.3,72.4,30.9,Moderate,Hatchback,Diesel,5.77
14.6,27.9,31.4,Moderate,Motorcycle,Petrol,1.5
55,647.1,5.1,Severe,Motorcycle,Petrol,9.16
20,169,7.1,Severe,Hatchback,Diesel,5.07
10.4,22.2,28.1,High,Hatchback,Diesel,1.87
3.3,6.7,29.7,High,Sedan,Petrol,0.85
30.2,40.5,44.7,Moderate,Sedan,Petrol,6.24
7.5,12.5,36,Moderate,Hatchback,Diesel,1.26
41.8,61.5,40.8,Moderate,SUV,Diesel,9.69
30.7,32.4,56.8,Low,Motorcycle,Petrol,2.72
4.5,8.7,31.1,Moderate,Hatchback,Diesel,0.74
34.4,97.8,21.1,High,SUV,Petrol,12.74
18,56.5,19.1,High,Motorcycle,Petrol,2.39
50.2,70.5,42.7,Moderate,Hatchback,Petrol,9.18
4.5,6.3,42.6,Moderate,Hatchback,Petrol,0.82
13.9,33.5,24.9,High,SUV,Petrol,4.99
14.9,31.7,28.2,High,SUV,Petrol,5.23
2.9,4.1,42.4,Moderate,Hatchback,Petrol,0.53
2.6,3.7,41.8,Moderate,Hatchback,Diesel,0.38
5.9,8.3,42.8,Moderate,Hatchback,Petrol,1.01
9.2,70.8,7.8,Severe,Hatchback,Diesel,2.28
5.2,20.4,15.3,High,Sedan,Diesel,1.31
8.6,12.9,40,Moderate,SUV,Diesel,2.16
4,8,29.9,High,Hatchback,Petrol,0.8
16.7,21.2,47.2,Low,Motorcycle,Petrol,1.43
51.5,56.4,54.8,Low,Hatchback,Petrol,8.57
4.9,7.3,40.1,Moderate,Hatchback,Diesel,0.78
7.9,24.1,19.7,High,Hatchback,Petrol,1.74
8.4,16.2,31.2,Moderate,SUV,Petrol,2.59
7.9,31.4,15.1,High,Sedan,Petrol,2.1
19.7,32.3,36.6,Moderate,Sedan,Petrol,4.32
14.3,21.3,40.3,Moderate,Sedan,Petrol,3.09
12.3,23.2,31.8,Moderate,Hatchback,Diesel,2.01
4.9,9,32.7,Moderate,Hatchback,Petrol,0.88
8.6,66.2,7.8,Severe,SUV,Diesel,3.49
7.5,8.3,53.9,Low,SUV,Diesel,1.68
17.7,24.9,42.7,Moderate,Motorcycle,Petrol,1.76
7.4,7.9,56.3,Low,SUV,Petrol,1.87
2.1,4.1,30.6,Moderate,Hatchback,Diesel,0.32
5.2,12.1,25.8,High,SUV,Petrol,1.73
9.2,49.3,11.2,Severe,Motorcycle,Petrol,1.52
5.1,11.6,26.3,High,Sedan,Petrol,1.33
8.4,11.7,42.9,Moderate,Motorcycle,Petrol,0.85
9.9,11.8,50.4,Low,Motorcycle,Petrol,0.88
19.3,47.7,24.3,High,Hatchback,Diesel,3.83
34.9,235.3,8.9,Severe,Hatchback,Petrol,10.18
32.3,67.8,28.6,High,Motorcycle,Petrol,3.81
8.7,45.8,11.4,Severe,Hatchback,Petrol,2.41
2,3.1,38.1,Moderate,Sedan,Diesel,0.41
7.7,19.7,23.5,High,Motorcycle,Petrol,1.02
2.5,7.6,19.7,High,SUV,Petrol,0.95
18.5,39.2,28.3,High,Hatchback,Petrol,4.02
5,15.5,19.3,High,Sedan,Petrol,1.3
24.7,44.1,33.6,Moderate,Hatchback,Petrol,4.56
10.2,28.6,21.4,High,Hatchback,Diesel,1.95
20.7,95.5,13,Severe,Motorcycle,Petrol,3.25
19.3,31,37.4,Moderate,Hatchback,Petrol,3.58
15.4,18.6,49.6,Low,Hatchback,Petrol,2.46
14.4,25.9,33.4,Moderate,Hatchback,Diesel,2.44
4.6,9,30.8,Moderate,Hatchback,Petrol,0.85
5.5,8.2,40.1,Moderate,Motorcycle,Petrol,0.54
11.2,60,11.2,Severe,SUV,Diesel,4.53
2.2,4.8,27.3,High,Hatchback,Petrol,0.47
27.4,105.4,15.6,High,Hatchback,Diesel,5.28
6.8,22.4,18.2,High,SUV,Petrol,2.59
8.2,11.3,43.4,Moderate,Sedan,Petrol,1.72
23,42.7,32.3,Moderate,Hatchback,Diesel,3.76
2.4,4,36.2,Moderate,Hatchback,Petrol,0.43
21.8,33.5,39.1,Moderate,Hatchback,Petrol,4.09
18.1,25,43.4,Moderate,Hatchback,Petrol,3.09
9.7,14.4,40.4,Moderate,Hatchback,Petrol,1.75
9.8,75.4,7.8,Severe,Motorcycle,Petrol,1.61
2.3,4,34.8,Moderate,Hatchback,Petrol,0.43
19.3,22.4,51.7,Low,Sedan,Petrol,3.63
9.8,34.8,16.9,High,Hatchback,Petrol,2.33
3.8,5.8,39.5,Moderate,Hatchback,Diesel,0.61
13.2,30.8,25.7,High,Hatchback,Petrol,2.63
12.5,26,28.8,High,Motorcycle,Petrol,1.47
2.3,4.3,32.3,Moderate,Hatchback,Petrol,0.42
16.1,138,7,Severe,Sedan,Petrol,5.81
15.3,34.5,26.6,High,Motorcycle,Petrol,1.74
8.8,17.4,30.4,Moderate,Sedan,Diesel,1.74
6,16.4,22,High,Hatchback,Diesel,1.19
6.5,13.9,28.1,High,SUV,Diesel,1.94
6.2,55.5,6.7,Severe,Sedan,Petrol,2.12
25.8,27.3,56.6,Low,Motorcycle,Petrol,2.4
19.1,19.6,58.6,Low,Sedan,Petrol,3.71
3.4,9.9,20.7,High,Sedan,Petrol,0.93
5.6,6.2,54.5,Low,Hatchback,Petrol,0.92
46.1,90.4,30.6,Moderate,Hatchback,Petrol,8.57
6.4,13.6,28.3,High,Hatchback,Diesel,1.23
10.4,21.4,29.2,High,Motorcycle,Petrol,1.23
5.3,13.8,23.1,High,Motorcycle,Petrol,0.68
11.4,14.7,46.5,Low,Hatchback,Diesel,1.63
5.4,16.6,19.5,High,Hatchback,Petrol,1.29
16.8,33.2,30.4,Moderate,Sedan,Petrol,3.81
6.2,32.6,11.4,Severe,Hatchback,Diesel,1.53
5.3,13.9,22.9,High,Sedan,Petrol,1.5
9.6,13,44.3,Moderate,Hatchback,Petrol,1.68
12.8,12.9,59.6,Low,SUV,Diesel,2.78
5.8,11.8,29.5,High,Hatchback,Petrol,1.17
39,55.6,42.1,Moderate,Hatchback,Diesel,5.99
2.3,4.6,30.2,Moderate,Motorcycle,Petrol,0.24
14,31.7,26.5,High,Hatchback,Petrol,2.91
2.9,7.8,22.3,High,SUV,Diesel,0.9
9.2,28.3,19.5,High,Hatchback,Petrol,2.1
16.1,31.4,30.8,Moderate,Sedan,Petrol,3.61
12.7,25.1,30.4,Moderate,Hatchback,Diesel,1.97
14.4,118.4,7.3,Severe,Sedan,Petrol,4.82
3.1,4.9,38,Moderate,SUV,Petrol,0.9
9,14.4,37.5,Moderate,Sedan,Petrol,2.05
36.5,61.5,35.6,Moderate,Hatchback,Petrol,6.79
5.9,29.3,12.1,Severe,SUV,Petrol,2.76
16.3,19.2,51,Low,Hatchback,Petrol,2.69
4.3,6.1,42.4,Moderate,Sedan,Petrol,0.88
15.7,62.4,15.1,High,Sedan,Petrol,4.23
18.7,25.4,44.1,Moderate,Motorcycle,Petrol,1.8
5.8,10.2,34,Moderate,Sedan,Diesel,1.18
18.6,64.5,17.3,High,SUV,Diesel,5.77
22,56.9,23.2,High,Sedan,Diesel,5.48
20.8,69.3,18,High,Hatchback,Diesel,4.13
14,53.5,15.7,High,Sedan,Petrol,3.89
9.3,20.5,27.2,High,Hatchback,Diesel,1.67
13.6,89.7,9.1,Severe,Hatchback,Diesel,3.62
23.9,37.2,38.6,Moderate,Hatchback,Diesel,3.8
30.1,322.5,5.6,Severe,Hatchback,Petrol,8.73
18.5,18.5,59.9,Low,Hatchback,Petrol,3.02
22.9,48.2,28.5,High,Sedan,Diesel,5.03
19,32.9,34.7,Moderate,Motorcycle,Petrol,1.91
2.6,4.5,34.8,Moderate,Motorcycle,Petrol,0.28
18.4,22.8,48.4,Low,SUV,Petrol,4.99
3.8,30.4,7.5,Severe,Motorcycle,Petrol,0.6
46.4,70.1,39.7,Moderate,Hatchback,Petrol,8.76
7.6,12.4,36.8,Moderate,Sedan,Diesel,1.49
12.8,39.6,19.4,High,Motorcycle,Petrol,1.65
12.6,36.2,20.9,High,Hatchback,Petrol,2.8
31.1,46.8,39.9,Moderate,Hatchback,Petrol,5.47
19,70.8,16.1,High,Hatchback,Petrol,4.4
3.4,5.3,38.7,Moderate,Hatchback,Petrol,0.61
6,9.6,37.6,Moderate,Motorcycle,Petrol,0.62
19.7,66.8,17.7,High,Sedan,Petrol,5.3
6.5,11,35.4,Moderate,SUV,Petrol,1.91
9.9,29.3,20.3,High,Hatchback,Petrol,2.34
9.4,13.8,40.8,Moderate,Sedan,Petrol,2.02
7.2,7.7,56,Low,Sedan,Petrol,1.34
5.6,13.5,24.8,High,Hatchback,Petrol,1.23
20,71,16.9,High,Sedan,Petrol,5.24
5.1,18.7,16.4,High,SUV,Petrol,1.86
19.7,35.5,33.3,Moderate,Sedan,Diesel,3.69
8.8,13.4,39.3,Moderate,Motorcycle,Petrol,0.94
19.3,34.8,33.3,Moderate,Sedan,Petrol,4.13
17.6,167.6,6.3,Severe,Hatchback,Petrol,5.34
15.3,24.5,37.4,Moderate,Sedan,Petrol,3.46
23.6,62.1,22.8,High,Sedan,Petrol,6.57
16.2,35.3,27.5,High,Hatchback,Petrol,3.27
13.6,19,43,Moderate,SUV,Petrol,3.78
13.6,58.7,13.9,Severe,Hatchback,Petrol,4.07
10.2,14,43.8,Moderate,Hatchback,Petrol,1.81
9.4,13.4,42,Moderate,SUV,Diesel,2.38
4.7,6.4,44.4,Moderate,Hatchback,Petrol,0.83
10.7,26.1,24.6,High,SUV,Petrol,3.95
8.7,18.7,27.9,High,Hatchback,Petrol,1.76
32,109.1,17.6,High,Sedan,Petrol,8.84
18.9,45.2,25.1,High,SUV,Diesel,5.22
3,3.6,49.9,Low,Sedan,Diesel,0.53
11.9,47.6,15,High,Motorcycle,Petrol,1.6
25.7,47.3,32.6,Moderate,Sedan,Petrol,5.87
17.1,102.6,10,Severe,SUV,Diesel,7.01
9.3,25.2,22.1,High,Hatchback,Petrol,2.22
4.1,10.6,23.1,High,Hatchback,Diesel,0.82
3.5,3.6,57.9,Low,Hatchback,Diesel,0.48
11.2,32.6,20.6,High,Hatchback,Diesel,2.27
54.1,82.2,39.5,Moderate,SUV,Petrol,15.44
19.3,43.7,26.5,High,Sedan,Diesel,4.45
19.2,54.3,21.2,High,Hatchback,Petrol,4.22
19,24.6,46.3,Low,Motorcycle,Petrol,1.76
21.3,34.7,36.8,Moderate,Motorcycle,Petrol,2.21
12.7,37,20.6,High,Sedan,Diesel,3.14
30.9,68.9,26.9,High,Motorcycle,Petrol,3.73
4.2,8.4,30,Moderate,Hatchback,Diesel,0.67
5.6,15.3,21.9,High,Sedan,Petrol,1.57
25.4,46.3,32.9,Moderate,Hatchback,Petrol,4.68
8.1,13.3,36.5,Moderate,Hatchback,Petrol,1.53
12.4,13.1,56.8,Low,Motorcycle,Petrol,1.11
11.2,27.4,24.5,High,Motorcycle,Petrol,1.5
34.3,48.2,42.7,Moderate,Motorcycle,Petrol,3.3
20.2,28.1,43.1,Moderate,Hatchback,Petrol,3.38
15.3,33.4,27.5,High,Hatchback,Petrol,3.35
25.7,50.1,30.8,Moderate,Hatchback,Diesel,4.13
6.8,9.6,42.7,Moderate,Sedan,Petrol,1.36
5.7,13.9,24.6,High,SUV,Petrol,2.12
6.8,44.8,9.1,Severe,Hatchback,Diesel,1.71
5.7,12.5,27.4,High,Motorcycle,Petrol,0.65
27.7,30.2,55,Low,Sedan,Petrol,5.37
15.6,24.9,37.6,Moderate,Hatchback,Petrol,2.84
6.2,9.2,40.3,Moderate,Motorcycle,Petrol,0.61
6,49.3,7.3,Severe,Motorcycle,Petrol,1.02
14.4,45.7,18.9,High,SUV,Petrol,5.3
10,22.2,27,High,Hatchback,Petrol,2.03
10.7,17.5,36.7,Moderate,SUV,Diesel,2.66
19.1,23.2,49.4,Low,SUV,Petrol,5.02
31.9,77.8,24.6,High,Sedan,Petrol,8.56
16.7,17.5,57.2,Low,Hatchback,Petrol,2.78
3.9,39.7,5.9,Severe,Hatchback,Diesel,1.02
2.8,6.6,25.6,High,Hatchback,Petrol,0.56
5.5,6.4,51.5,Low,Hatchback,Petrol,0.84
8.4,10.8,46.5,Low,SUV,Petrol,2.27
15.6,16.1,58,Low,Sedan,Petrol,3.11
8.3,16.2,30.8,Moderate,Sedan,Diesel,1.62
16.4,43.2,22.8,High,Motorcycle,Petrol,2.19
2.6,7.3,21.4,High,SUV,Petrol,0.97
11.5,39.7,17.4,High,Hatchback,Diesel,2.31
10.3,23.6,26.2,High,Hatchback,Petrol,2.27
7,10.3,40.7,Moderate,Sedan,Diesel,1.34
10,13.1,45.9,Low,Hatchback,Petrol,1.65
21.4,33.4,38.4,Moderate,Sedan,Diesel,4.28
16.3,28.8,34,Moderate,Motorcycle,Petrol,1.71
18.4,38.1,29,High,Hatchback,Petrol,3.9
2.1,4.6,27.1,High,Hatchback,Petrol,0.45
3.2,19.4,9.9,Severe,SUV,Petrol,1.48
7.4,13.6,32.6,Moderate,Sedan,Diesel,1.49
7.6,10.9,41.8,Moderate,Hatchback,Petrol,1.27
7.2,12,36.1,Moderate,Hatchback,Petrol,1.39
21.5,48.9,26.4,High,Hatchback,Petrol,4.73
9.5,18.9,30.2,Moderate,SUV,Petrol,2.78
19,66.3,17.2,High,Motorcycle,Petrol,2.39
4,4.3,56.1,Low,Sedan,Diesel,0.68
14.3,128.1,6.7,Severe,Hatchback,Petrol,4.03
5.4,8,40.4,Moderate,SUV,Diesel,1.25
31.7,32.6,58.4,Low,Hatchback,Diesel,4.46
11.9,31.3,22.8,High,SUV,Petrol,4.61
10.2,14.8,41.3,Moderate,Sedan,Petrol,2.13
12.2,15.9,45.9,Low,Hatchback,Petrol,1.99
8,41.4,11.6,Severe,Motorcycle,Petrol,1.37
2.2,2.8,48,Low,Hatchback,Diesel,0.32
40.4,77.2,31.4,Moderate,Motorcycle,Petrol,4.11
27.2,45.7,35.7,Moderate,SUV,Petrol,8.31
5.9,9.7,36.6,Moderate,Sedan,Petrol,1.23
8.5,61.4,8.3,Severe,Sedan,Petrol,2.95
10.8,13.7,47.3,Low,SUV,Petrol,2.85
18,26.8,40.3,Moderate,Hatchback,Petrol,3.21
13.9,41.7,20,High,Hatchback,Petrol,3.16
22.3,31,43.2,Moderate,Hatchback,Petrol,3.89
4.2,23.1,10.9,Severe,SUV,Petrol,1.92
2.6,5.4,29.1,High,Hatchback,Diesel,0.48
12,20.5,35.1,Moderate,Hatchback,Petrol,2.29
7.8,29.1,16.1,High,Hatchback,Petrol,1.88
4.4,5,52.6,Low,SUV,Diesel,0.93
5.4,7.2,45.2,Low,Hatchback,Petrol,0.9
19.1,37.6,30.5,Moderate,Sedan,Petrol,4.01
3.3,5.1,39.2,Moderate,SUV,Diesel,0.85
33.3,87.6,22.8,High,Hatchback,Petrol,7.33
20.1,22.4,53.9,Low,Hatchback,Diesel,2.87
8.2,16.2,30.4,Moderate,SUV,Diesel,2.12
8.3,11.9,42,Moderate,Sedan,Diesel,1.6
8.9,23.8,22.4,High,Sedan,Petrol,2.52
12.2,60,12.2,Severe,Hatchback,Diesel,2.96
6.1,10.9,33.6,Moderate,SUV,Diesel,1.56
19.6,28.9,40.7,Moderate,Hatchback,Petrol,3.32
10.3,22.3,27.7,High,Sedan,Petrol,2.59
16.9,31.9,31.8,Moderate,Motorcycle,Petrol,1.73
13.1,17.1,45.9,Low,SUV,Petrol,3.26
14.5,44.4,19.6,High,SUV,Diesel,4.58
6.4,8.3,46.2,Low,Hatchback,Diesel,0.85
8.9,10.6,50.2,Low,Motorcycle,Petrol,0.77
6.4,12.8,30.1,Moderate,Hatchback,Petrol,1.13
55.6,83.6,39.9,Moderate,Hatchback,Petrol,9.99
22.5,24.6,54.8,Low,Hatchback,Diesel,3.29
8.8,22.6,23.4,High,SUV,Diesel,2.73
9.3,14.2,39.2,Moderate,Hatchback,Diesel,1.55
5.7,6.5,52.4,Low,Hatchback,Diesel,0.79
15.7,25.8,36.5,Moderate,SUV,Petrol,4.8
23.4,163.3,8.6,Severe,Hatchback,Petrol,6.57
9.8,10.2,57.6,Low,Sedan,Petrol,1.79
9,17.4,31.1,Moderate,SUV,Petrol,2.62
10.3,18.7,33,Moderate,Motorcycle,Petrol,1.12
32.4,32.6,59.6,Low,Sedan,Petrol,6.37
7.1,12.1,35.1,Moderate,Hatchback,Petrol,1.35
9.8,68.4,8.6,Severe,Hatchback,Petrol,2.73
6,23.4,15.4,High,Sedan,Petrol,1.58
4.9,5.9,49.7,Low,Sedan,Petrol,0.91
9.7,31.6,18.4,High,Hatchback,Petrol,2.34
25.4,58.8,25.9,High,Motorcycle,Petrol,2.97
16.4,18.7,52.5,Low,SUV,Diesel,3.44
2,3.4,35.2,Moderate,Sedan,Petrol,0.44
2.1,2.9,42.8,Moderate,SUV,Petrol,0.63
9.9,18.3,32.4,Moderate,SUV,Petrol,3.01
24.2,28.5,50.9,Low,Hatchback,Petrol,3.93
19.5,95.1,12.3,Severe,SUV,Petrol,9.22
16.4,40,24.6,High,SUV,Petrol,5.91
8.8,35.7,14.8,Severe,Hatchback,Petrol,2.48
13.4,22.6,35.6,Moderate,Hatchback,Petrol,2.55
17.1,61.4,16.7,High,Motorcycle,Petrol,2.31
25.1,30.5,49.4,Low,Sedan,Petrol,4.99
36.2,76.2,28.5,High,Motorcycle,Petrol,4.37
5.8,37.8,9.2,Severe,Motorcycle,Petrol,0.91
3.1,5.1,36.2,Moderate,Hatchback,Diesel,0.51
19.4,37.7,30.9,Moderate,Sedan,Petrol,4.23
2.3,6.5,21.3,High,Sedan,Petrol,0.6
3.3,5.7,35,Moderate,Motorcycle,Petrol,0.33
11.9,32.8,21.8,High,Hatchback,Petrol,2.61
13,15.4,50.5,Low,SUV,Petrol,3.29
50.4,79.2,38.2,Moderate,Sedan,Petrol,11
12.1,27.8,26.1,High,Sedan,Diesel,2.57
31.4,285.5,6.6,Severe,Sedan,Diesel,10.14
2.9,6.5,26.7,High,Motorcycle,Petrol,0.34
5.3,32.4,9.8,Severe,Hatchback,Petrol,1.51
9.2,12.6,43.8,Moderate,Hatchback,Diesel,1.44
58.6,78.5,44.8,Moderate,Motorcycle,Petrol,5.85
5.7,6.4,53.7,Low,Motorcycle,Petrol,0.51
3.2,5.5,35,Moderate,SUV,Petrol,0.96
24.8,49.3,30.2,Moderate,Hatchback,Diesel,4.16
14.1,50.4,16.8,High,SUV,Petrol,5.45
15.3,51.6,17.8,High,Motorcycle,Petrol,2.04
18.8,56.1,20.1,High,Hatchback,Petrol,4.2
7.4,14.4,30.8,Moderate,Sedan,Petrol,1.55
16.4,27.3,36,Moderate,Hatchback,Diesel,2.54
21.8,28.9,45.2,Low,Sedan,Petrol,4.12
19.8,27.2,43.7,Moderate,Hatchback,Diesel,2.98
28.9,279.7,6.2,Severe,Hatchback,Petrol,8.63
15.5,29.3,31.7,Moderate,SUV,Petrol,4.77
6,15,24,High,Sedan,Petrol,1.62
12.3,40.3,18.3,High,Motorcycle,Petrol,1.66
10.4,25.5,24.5,High,Hatchback,Diesel,2
8.1,16.4,29.6,High,Motorcycle,Petrol,0.93
13.1,15.2,51.7,Low,Sedan,Diesel,2.15
15.1,22.4,40.4,Moderate,Hatchback,Petrol,2.64
32.2,81.5,23.7,High,Sedan,Petrol,8.95
3.9,10.8,21.6,High,SUV,Petrol,1.42
3.7,3.7,59.9,Low,Hatchback,Petrol,0.58
17.2,39.4,26.2,High,Hatchback,Petrol,3.47
46.5,416.4,6.7,Severe,Sedan,Petrol,16.08
31.3,95.3,19.7,High,Hatchback,Diesel,6.57
14.2,19.6,43.5,Moderate,Motorcycle,Petrol,1.34
5.2,8,38.9,Moderate,Sedan,Petrol,1.16
6.4,13.6,28.3,High,Hatchback,Petrol,1.28
7.3,10.7,41,Moderate,Motorcycle,Petrol,0.72
20.1,39.3,30.7,Moderate,SUV,Diesel,5.31
16.2,38.7,25.1,High,Hatchback,Diesel,3.07
6.2,8.1,46,Low,Hatchback,Diesel,0.83
28.2,40.2,42.1,Moderate,SUV,Petrol,8.12
15.2,15.5,58.7,Low,SUV,Petrol,3.83
10.1,15.3,39.7,Moderate,Hatchback,Diesel,1.64
12.8,16.6,46.2,Low,Hatchback,Petrol,2.06
12,34.1,21.1,High,SUV,Petrol,4.37
16.5,56.9,17.4,High,Sedan,Diesel,4.06
13.6,32.8,24.9,High,Hatchback,Diesel,2.75
3.4,5.5,37.3,Moderate,Sedan,Diesel,0.65
9.3,14.8,37.8,Moderate,Sedan,Petrol,2.04
10.1,10.3,58.7,Low,SUV,Petrol,2.51
2.2,3.6,36.3,Moderate,Sedan,Petrol,0.48
6.9,10.4,39.7,Moderate,Hatchback,Petrol,1.24
10.6,19.7,32.3,Moderate,Motorcycle,Petrol,1.07
9.6,11.2,51.4,Low,Hatchback,Petrol,1.5
15.9,51.3,18.6,High,Motorcycle,Petrol,1.99
7.1,20.1,21.2,High,Motorcycle,Petrol,0.88
9.1,20.4,26.7,High,Hatchback,Diesel,1.73
6.4,7.2,53.6,Low,Hatchback,Petrol,0.98
10.8,11.1,58.3,Low,Hatchback,Petrol,1.66
56.6,63.6,53.4,Low,SUV,Petrol,14.79
4.6,4.8,57.2,Low,Sedan,Diesel,0.78
9.4,33.4,16.9,High,Sedan,Diesel,2.19
8.1,19.6,24.8,High,Hatchback,Petrol,1.81
18.6,22.1,50.4,Low,Sedan,Petrol,3.5
16.4,107,9.2,Severe,Motorcycle,Petrol,2.61
7.9,22.4,21.2,High,Hatchback,Diesel,1.55
5.9,9.5,37.4,Moderate,Sedan,Petrol,1.32
4.7,9.1,31.1,Moderate,Motorcycle,Petrol,0.51
17,29.4,34.7,Moderate,Motorcycle,Petrol,1.84
7,77.8,5.4,Severe,Hatchback,Petrol,1.93
8.8,17.1,30.9,Moderate,Hatchback,Petrol,1.63
17.9,28.1,38.2,Moderate,Hatchback,Petrol,3.18
3.9,12.9,18.1,High,Hatchback,Petrol,0.87
19.9,77,15.5,High,Hatchback,Petrol,4.63
9.1,18.1,30.1,Moderate,SUV,Petrol,2.83
5.3,13.1,24.2,High,Sedan,Diesel,1.23
17.3,26.3,39.4,Moderate,Hatchback,Petrol,3.08
3.3,5.6,35.5,Moderate,Hatchback,Petrol,0.58
26.1,44.1,35.5,Moderate,Sedan,Petrol,5.56
2.6,2.7,58.6,Low,Sedan,Diesel,0.42
2.5,5,29.9,High,Sedan,Petrol,0.63
42.1,49.4,51.1,Low,SUV,Diesel,9.66
26.1,133.8,11.7,Severe,Hatchback,Petrol,7.93
5.2,17.8,17.5,High,Hatchback,Petrol,1.21
10.9,13.6,48.2,Low,SUV,Diesel,2.47
34.6,59.3,35,Moderate,SUV,Petrol,10.69
3.5,11.9,17.7,High,Hatchback,Petrol,0.83
18.1,26.7,40.6,Moderate,Motorcycle,Petrol,1.81
2.4,5.2,27.8,High,SUV,Diesel,0.69
15.2,19.6,46.6,Low,Sedan,Petrol,3.03
27.9,53,31.6,Moderate,SUV,Petrol,8.72
33,70.7,28,High,Hatchback,Diesel,6.13
29,89.7,19.4,High,Motorcycle,Petrol,3.59
8.3,11.7,42.7,Moderate,Hatchback,Diesel,1.29
19.2,32.8,35.1,Moderate,Hatchback,Diesel,3.18
19.4,21.3,54.6,Low,Motorcycle,Petrol,1.72
34.6,66.8,31.1,Moderate,SUV,Petrol,10.69
3.9,6.3,37.2,Moderate,Hatchback,Petrol,0.71
16.9,31.8,31.9,Moderate,Motorcycle,Petrol,1.72
14.8,22.9,38.8,Moderate,Sedan,Petrol,3.23
55.2,61.2,54.1,Low,Hatchback,Diesel,8.05
16.2,34.1,28.5,High,Hatchback,Diesel,2.99
6.7,11.8,34.2,Moderate,Hatchback,Diesel,1.07
6.4,10.2,37.6,Moderate,Motorcycle,Petrol,0.66
27.8,45.8,36.4,Moderate,Sedan,Petrol,6.38
7.5,14.7,30.6,Moderate,SUV,Petrol,2.28
17.9,31.4,34.2,Moderate,Sedan,Petrol,3.87
7.8,12.9,36.2,Moderate,Hatchback,Petrol,1.44
15.5,30.2,30.8,Moderate,Hatchback,Petrol,2.9
19.3,38.5,30.1,Moderate,Sedan,Petrol,4.26
23.4,31.8,44.2,Moderate,Sedan,Petrol,5.09
16.5,26.6,37.2,Moderate,Hatchback,Diesel,2.63
6.6,21.8,18.2,High,SUV,Petrol,2.59
9.6,19.9,29,High,Motorcycle,Petrol,1.13
17.7,39,27.2,High,Hatchback,Diesel,3.34
5.2,7.6,41,Moderate,SUV,Diesel,1.25
3.9,6.1,38.4,Moderate,Hatchback,Petrol,0.7
22.1,78.5,16.9,High,SUV,Petrol,8.19
4,5.7,42.1,Moderate,Hatchback,Petrol,0.67
5.2,7,44.3,Moderate,Hatchback,Petrol,0.92
2.8,3.2,52,Low,Hatchback,Diesel,0.4
30.5,75.6,24.2,High,Motorcycle,Petrol,4.11
2.1,2.3,55.1,Low,Hatchback,Petrol,0.33
2.2,6.3,21,High,Sedan,Petrol,0.57
29,97.8,17.8,High,SUV,Petrol,11.17
4.2,17.6,14.3,Severe,Sedan,Petrol,1.47
11.5,19,36.3,Moderate,SUV,Diesel,2.83
9.3,52.1,10.7,Severe,Motorcycle,Petrol,1.56
8.6,12.1,42.6,Moderate,Hatchback,Petrol,1.45
8.4,11.4,44.4,Moderate,Hatchback,Diesel,1.32
33.3,69.6,28.7,High,SUV,Petrol,11.27
3.7,7.2,30.9,Moderate,SUV,Diesel,0.94
3.4,4.8,42.4,Moderate,Hatchback,Petrol,0.59
19,27.7,41.2,Moderate,Hatchback,Diesel,2.8
15.4,43.6,21.2,High,SUV,Petrol,5.64
9,43.2,12.5,Severe,Sedan,Diesel,2.78
18.9,41.4,27.4,High,Motorcycle,Petrol,2.2
23.9,26.4,54.4,Low,Motorcycle,Petrol,2.14
28,62,27.1,High,Sedan,Petrol,7.32
